,Timestamp,idx,gaze_x,gaze_y,gaze_z,REyePos_x,REyePos_y,LEyePos_x,LEyePos_y,yaw,pitch,roll,HeadBox_xmin,HeadBox_ymin,RightEyeBox_xmin,RightEyeBox_ymin,LeftEyeBox_xmin,LeftEyeBox_ymin,ROpenClose,LOpenClose,set_x,set_y,set_z,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG
33,1732953574.1906333,2.0,0.07700064778327942,-0.2607746720314026,0.9389834403991699,88.0,166.0,220.0,157.0,-3.167815685272217,-0.021383285522460938,-3.6781036853790283,523.0,295.0,45.0,123.0,177.0,114.0,0.0,1.0,30.0,156.0,0.0,1.0,0.0,0.0,-0.282046852557212,0.0,-1.0,0.0,-0.018457297893532683,0.0,0.0,-1.0,0.9588606989519453,0.0,0.0,0.0,1.0
34,1732953574.3276234,2.0,0.16672244668006897,-0.27967721223831177,0.9389834403991699,87.0,167.0,220.0,158.0,-3.203697681427002,1.3418149948120117,-3.850433588027954,523.0,295.0,44.0,124.0,177.0,115.0,1.0,1.0,30.0,156.0,0.0,1.0,0.0,0.0,-0.28212629414953005,0.0,-1.0,0.0,-0.01873271996839465,0.0,0.0,-1.0,0.9588333415122252,0.0,0.0,0.0,1.0
35,1732953574.4713447,2.0,0.17096012830734253,-0.28746774792671204,0.9410567879676819,86.0,166.0,218.0,157.0,-3.2476389408111572,-0.9656314849853516,-3.724015712738037,525.0,296.0,43.0,123.0,175.0,114.0,1.0,1.0,30.0,156.0,0.0,1.0,0.0,0.0,-0.2827891487197467,0.0,-1.0,0.0,-0.01847108234320477,0.0,0.0,-1.0,0.9586436399123885,0.0,0.0,0.0,1.0
36,1732953574.6127503,2.0,0.18316203355789185,-0.29186439514160156,0.9389834403991699,88.0,167.0,221.0,157.0,-2.4806294441223145,2.3713879585266113,-3.7837071418762207,523.0,295.0,45.0,124.0,178.0,114.0,0.0,1.0,30.0,156.0,0.0,1.0,0.0,0.0,-0.2824226978851395,0.0,-1.0,0.0,-0.018449485074228982,0.0,0.0,-1.0,0.9587604851298317,0.0,0.0,0.0,1.0
37,1732953574.7497494,2.0,0.18316203355789185,-0.29200029373168945,0.9389834403991699,88.0,167.0,220.0,158.0,-3.1433162689208984,0.5650033950805664,-3.8690407276153564,523.0,295.0,45.0,124.0,177.0,115.0,0.0,1.0,30.0,156.0,0.0,1.0,0.0,0.0,-0.2827056919288072,0.0,-1.0,0.0,-0.01806485198044886,0.0,0.0,-1.0,0.9586728445033386,0.0,0.0,0.0,1.0
38,1732953574.887283,2.0,0.17447908222675323,-0.29200029373168945,0.9403685331344604,86.0,167.0,217.0,158.0,-3.512477397918701,-0.7025461196899414,-3.8538191318511963,526.0,295.0,43.0,124.0,174.0,115.0,1.0,1.0,30.0,156.0,0.0,1.0,0.0,0.0,-0.2829315548788557,0.0,-1.0,0.0,-0.018790508393923853,0.0,0.0,-1.0,0.9585869670934613,0.0,0.0,0.0,1.0
39,1732953575.0262773,2.0,0.17447908222675323,-0.29200029373168945,0.9403685331344604,87.0,167.0,220.0,157.0,-3.0083346366882324,0.2004990577697754,-4.026668071746826,524.0,296.0,44.0,124.0,177.0,114.0,0.0,1.0,30.0,156.0,0.0,1.0,0.0,0.0,-0.2823508283057615,0.0,-1.0,0.0,-0.01866992532975939,0.0,0.0,-1.0,0.9587775280390336,0.0,0.0,0.0,1.0
40,1732953575.1707275,2.0,0.18977661430835724,-0.2938278317451477,0.9366651177406311,88.0,167.0,220.0,158.0,-2.9136016368865967,1.1283855438232422,-3.923006057739258,524.0,296.0,45.0,124.0,177.0,115.0,0.0,1.0,30.0,156.0,0.0,1.0,0.0,0.0,-0.28273248269472206,0.0,-1.0,0.0,-0.01844501704645738,0.0,0.0,-1.0,0.9586578262466334,0.0,0.0,0.0,1.0
41,1732953575.3117292,3.0,0.18977661430835724,-0.2938278317451477,0.9366651177406311,87.0,167.0,219.0,158.0,-2.3349785804748535,0.9821605682373047,-3.9364824295043945,525.0,296.0,44.0,124.0,176.0,115.0,0.0,1.0,278.0,156.0,0.0,1.0,0.0,0.0,-0.28238768104278167,0.0,-1.0,0.0,-0.018133240509364393,0.0,0.0,-1.0,0.9587748724493577,0.0,0.0,0.0,1.0
42,1732953575.447903,3.0,0.19058789312839508,-0.30132678151130676,0.9344446659088135,89.0,167.0,222.0,158.0,-2.588172435760498,2.0901899337768555,-3.913662910461426,523.0,296.0,46.0,124.0,179.0,115.0,0.0,1.0,278.0,156.0,0.0,1.0,0.0,0.0,-0.2820780526270523,0.0,-1.0,0.0,-0.018095390980914894,0.0,0.0,-1.0,0.9588580919648693,0.0,0.0,0.0,1.0
43,1732953575.5945842,3.0,0.1963912844657898,-0.3013729751110077,0.9325786232948303,88.0,168.0,220.0,159.0,-2.959409236907959,1.5741357803344727,-3.6162686347961426,525.0,295.0,45.0,125.0,177.0,116.0,0.0,1.0,278.0,156.0,0.0,1.0,0.0,0.0,-0.282209476153291,0.0,-1.0,0.0,-0.017700557253829456,0.0,0.0,-1.0,0.9588295819644457,0.0,0.0,0.0,1.0
44,1732953575.7335875,3.0,0.2003648281097412,-0.30286574363708496,0.9314780831336975,87.0,166.0,220.0,157.0,-2.606523036956787,1.9537153244018555,-3.962250232696533,525.0,297.0,44.0,123.0,177.0,114.0,0.0,1.0,278.0,156.0,0.0,1.0,0.0,0.0,-0.28157486113662944,0.0,-1.0,0.0,-0.01852753100818924,0.0,0.0,-1.0,0.9590024060293598,0.0,0.0,0.0,1.0
45,1732953575.8665864,3.0,0.2003648281097412,-0.30286574363708496,0.9314780831336975,85.0,165.0,218.0,155.0,-2.342355251312256,0.573847770690918,-3.475043773651123,524.0,298.0,42.0,122.0,175.0,112.0,1.0,1.0,278.0,156.0,0.0,1.0,0.0,0.0,-0.2822101482759034,0.0,-1.0,0.0,-0.017944825300572054,0.0,0.0,-1.0,0.9588261172146518,0.0,0.0,0.0,1.0
46,1732953576.022737,3.0,0.1963912844657898,-0.30286574363708496,0.9305948615074158,85.0,165.0,219.0,154.0,-3.1324124336242676,-2.076352834701538,-3.328815460205078,523.0,299.0,42.0,122.0,176.0,111.0,0.0,1.0,278.0,156.0,0.0,1.0,0.0,0.0,-0.28239960327232505,0.0,-1.0,0.0,-0.017376610264234524,0.0,0.0,-1.0,0.9587856634295471,0.0,0.0,0.0,1.0
47,1732953576.1633208,3.0,-0.19439969956874847,-0.3005196750164032,0.9286092519760132,84.0,165.0,217.0,155.0,-3.1458113193511963,0.8578948974609375,-3.623720645904541,524.0,298.0,41.0,122.0,174.0,112.0,1.0,1.0,278.0,156.0,0.0,1.0,0.0,0.0,-0.28273187722587045,0.0,-1.0,0.0,-0.016997905910338274,0.0,0.0,-1.0,0.9586859677640625,0.0,0.0,0.0,1.0
48,1732953576.308472,3.0,-0.26239120960235596,-0.294553279876709,0.9204570055007935,84.0,166.0,217.0,156.0,-2.714264392852783,2.270071029663086,-3.8243753910064697,523.0,297.0,41.0,123.0,174.0,113.0,1.0,1.0,278.0,156.0,0.0,1.0,0.0,0.0,-0.28352751341055965,0.0,-1.0,0.0,-0.017407978834230682,0.0,0.0,-1.0,0.9584410768752945,0.0,0.0,0.0,1.0
49,1732953576.4464653,3.0,-0.3015531301498413,-0.28967684507369995,0.9088478684425354,84.0,164.0,217.0,155.0,-3.281120538711548,0.5214691162109375,-3.632589340209961,524.0,299.0,41.0,121.0,174.0,112.0,1.0,1.0,278.0,156.0,0.0,1.0,0.0,0.0,-0.2835293994062328,0.0,-1.0,0.0,-0.017373172122882738,0.0,0.0,-1.0,0.9584466841253101,0.0,0.0,0.0,1.0
50,1732953576.586202,3.0,-0.3029666543006897,-0.28967684507369995,0.9064629077911377,86.0,166.0,218.0,156.0,-3.4386186599731445,0.30748653411865234,-3.655057668685913,522.0,297.0,43.0,123.0,175.0,113.0,1.0,1.0,278.0,156.0,0.0,1.0,0.0,0.0,-0.2833264992504748,0.0,-1.0,0.0,-0.01734296636483394,0.0,0.0,-1.0,0.958501547830474,0.0,0.0,0.0,1.0
51,1732953576.7271981,3.0,-0.3029666543006897,-0.2914501428604126,0.9064629077911377,85.0,164.0,218.0,154.0,-3.2895851135253906,-1.0104150772094727,-3.6236371994018555,522.0,300.0,42.0,121.0,175.0,111.0,1.0,1.0,278.0,156.0,0.0,1.0,0.0,0.0,-0.28292866137023764,0.0,-1.0,0.0,-0.01686273836188113,0.0,0.0,-1.0,0.9586222361957895,0.0,0.0,0.0,1.0
52,1732953576.8623562,3.0,-0.30726584792137146,-0.2914501428604126,0.9063385725021362,83.0,165.0,215.0,155.0,-3.8392934799194336,-1.4134140014648438,-3.7201826572418213,524.0,298.0,40.0,122.0,172.0,112.0,1.0,1.0,278.0,156.0,0.0,1.0,0.0,0.0,-0.2834816662783191,0.0,-1.0,0.0,-0.01661179253914106,0.0,0.0,-1.0,0.9584729222509625,0.0,0.0,0.0,1.0
53,1732953577.0041392,3.0,-0.30726584792137146,-0.28967684507369995,0.9064629077911377,85.0,166.0,217.0,156.0,-4.279450416564941,-0.5389432907104492,-3.736119508743286,522.0,298.0,42.0,123.0,174.0,113.0,1.0,1.0,278.0,156.0,0.0,1.0,0.0,0.0,-0.28411604013192543,0.0,-1.0,0.0,-0.016993290067147185,0.0,0.0,-1.0,0.9582783445286527,0.0,0.0,0.0,1.0
54,1732953577.1463335,3.0,-0.31328481435775757,-0.2914501428604126,0.9018604755401611,83.0,164.0,215.0,154.0,-3.4612202644348145,0.2564363479614258,-3.5628108978271484,524.0,299.0,40.0,121.0,172.0,111.0,1.0,1.0,278.0,156.0,0.0,1.0,0.0,0.0,-0.2841447486296913,0.0,-1.0,0.0,-0.01774970020380767,0.0,0.0,-1.0,0.9582570358264602,0.0,0.0,0.0,1.0
